FeatureCode,DateCode,Measurement,Units,Value,Age,Sex,Migration Source,Migration Type
S92000003,2003,Count,People,232,5 years,All,To-from Overseas,In
S92000003,2003,Count,People,212,14 years,All,To-from Overseas,In
S92000003,2003,Count,People,242,0 years,All,To-from Overseas,In
S92000003,2003,Count,People,164,12 years,All,To-from Overseas,In
S92000003,2003,Count,People,209,7 years,All,To-from Overseas,In
S92000003,2003,Count,People,206,9 years,All,To-from Overseas,In
S92000003,2003,Count,People,25500,All,All,To-from Overseas,In
S92000003,2003,Count,People,124,45 years,All,To-from Overseas,In
S92000003,2003,Count,People,145,44 years,All,To-from Overseas,In
S92000003,2003,Count,People,120,47 years,All,To-from Overseas,In
S92000003,2003,Count,People,94,49 years,All,To-from Overseas,In
S92000003,2008,Count,People,208,9 years,All,To-from Overseas,Out
S92000003,2008,Count,People,282,5 years,All,To-from Overseas,Out
S92000003,2008,Count,People,250,6 years,All,To-from Overseas,Out
S92000003,2003,Count,People,177,43 years,All,To-from Overseas,In
S92000003,2003,Count,People,92,50 years,All,To-from Overseas,In
S92000003,2003,Count,People,77,55 years,All,To-from Overseas,In
S92000003,2003,Count,People,31,66 years,All,To-from Overseas,In
S92000003,2003,Count,People,180,42 years,All,To-from Overseas,In
S92000003,2003,Count,People,73,51 years,All,To-from Overseas,In
S92000003,2003,Count,People,136,46 years,All,To-from Overseas,In
S92000003,2008,Count,People,617,34 years,All,To-from Overseas,Out
S92000003,2008,Count,People,535,36 years,All,To-from Overseas,Out
S92000003,2018,Count,People,8,85 years,All,To-from Overseas,Out
S92000003,2008,Count,People,412,38 years,All,To-from Overseas,Out
S92000003,2018,Count,People,17,86 years,All,To-from Overseas,Out
S92000003,2008,Count,People,719,33 years,All,To-from Overseas,Out
S92000003,2008,Count,People,590,35 years,All,To-from Overseas,Out
S92000003,2018,Count,People,128,54 years,All,To-from Overseas,Out
S92000003,2008,Count,People,224,7 years,All,To-from Overseas,Out
S92000003,2008,Count,People,499,37 years,All,To-from Overseas,Out
S92000003,2018,Count,People,15,84 years,All,To-from Overseas,Out
S92000003,2008,Count,People,281,43 years,All,To-from Overseas,Out
S92000003,2008,Count,People,300,42 years,All,To-from Overseas,Out
S92000003,2008,Count,People,273,44 years,All,To-from Overseas,Out
S92000003,2003,Count,People,425,35 years,All,To-from Overseas,In
S92000003,2003,Count,People,303,37 years,All,To-from Overseas,In
S92000003,2003,Count,People,44,61 years,All,To-from Overseas,In
S92000003,2003,Count,People,58,63 years,All,To-from Overseas,In
S92000003,2003,Count,People,368,36 years,All,To-from Overseas,In
S92000003,2003,Count,People,461,34 years,All,To-from Overseas,In
S92000003,2003,Count,People,107,48 years,All,To-from Overseas,In
S92000003,2003,Count,People,263,39 years,All,To-from Overseas,In
S92000003,2003,Count,People,45,64 years,All,To-from Overseas,In
S92000003,2003,Count,People,1,87 years,All,To-from Overseas,In
S92000003,2003,Count,People,8,80 years,All,To-from Overseas,In
S92000003,2003,Count,People,287,38 years,All,To-from Overseas,In
S92000003,2003,Count,People,44,65 years,All,To-from Overseas,In
S92000003,2003,Count,People,197,41 years,All,To-from Overseas,In
S92000003,2003,Count,People,59,59 years,All,To-from Overseas,In
S92000003,2003,Count,People,23,68 years,All,To-from Overseas,In
S92000003,2003,Count,People,58,60 years,All,To-from Overseas,In
S92000003,2003,Count,People,44,57 years,All,To-from Overseas,In
S92000003,2003,Count,People,49,62 years,All,To-from Overseas,In
S92000003,2003,Count,People,30,67 years,All,To-from Overseas,In
S92000003,2003,Count,People,28,69 years,All,To-from Overseas,In
S92000003,2003,Count,People,535,33 years,All,To-from Overseas,In
S92000003,2003,Count,People,74,52 years,All,To-from Overseas,In
S92000003,2003,Count,People,249,40 years,All,To-from Overseas,In
S92000003,2003,Count,People,71,54 years,All,To-from Overseas,In
S92000003,2003,Count,People,63,56 years,All,To-from Overseas,In
S92000003,2003,Count,People,82,53 years,All,To-from Overseas,In
S92000003,2015,Count,People,196,13 years,All,To-from Overseas,In
S92000003,2014,Count,People,199,45 years,All,To-from Overseas,In
S92000003,2015,Count,People,257,15 years,All,To-from Overseas,In
S92000003,2015,Count,People,281,17 years,All,To-from Overseas,In
S92000003,2014,Count,People,148,47 years,All,To-from Overseas,In
S92000003,2014,Count,People,183,44 years,All,To-from Overseas,In
S92000003,2014,Count,People,26,69 years,All,To-from Overseas,In
S92000003,2015,Count,People,238,10 years,All,To-from Overseas,In
S92000003,2015,Count,People,226,11 years,All,To-from Overseas,In
S92000003,2015,Count,People,245,44 years,All,To-from Overseas,In
S92000003,2015,Count,People,37800,All,All,To-from Overseas,In
S92000003,2015,Count,People,236,14 years,All,To-from Overseas,In
S92000003,2015,Count,People,731,18 years,All,To-from Overseas,In
S92000003,2015,Count,People,191,12 years,All,To-from Overseas,In
S92000003,2014,Count,People,347,39 years,All,To-from Overseas,In
S92000003,2014,Count,People,83,58 years,All,To-from Overseas,In
S92000003,2014,Count,People,309,40 years,All,To-from Overseas,In
S92000003,2014,Count,People,173,46 years,All,To-from Overseas,In
S92000003,2014,Count,People,61,61 years,All,To-from Overseas,In
S92000003,2014,Count,People,73,57 years,All,To-from Overseas,In
S92000003,2014,Count,People,52,64 years,All,To-from Overseas,In
S92000003,2014,Count,People,38,68 years,All,To-from Overseas,In
S92000003,2014,Count,People,280,41 years,All,To-from Overseas,In
S92000003,2014,Count,People,27,70 years,All,To-from Overseas,In
S92000003,2014,Count,People,37,66 years,All,To-from Overseas,In
S92000003,2014,Count,People,102,54 years,All,To-from Overseas,In
S92000003,2014,Count,People,270,42 years,All,To-from Overseas,In
S92000003,2014,Count,People,224,43 years,All,To-from Overseas,In
S92000003,2015,Count,People,376,5 years,All,To-from Overseas,In
S92000003,2015,Count,People,282,16 years,All,To-from Overseas,In
S92000003,2014,Count,People,6,86 years,All,To-from Overseas,In
S92000003,2015,Count,People,447,3 years,All,To-from Overseas,In
S92000003,2015,Count,People,511,2 years,All,To-from Overseas,In
S92000003,2015,Count,People,262,8 years,All,To-from Overseas,In
S92000003,2015,Count,People,404,4 years,All,To-from Overseas,In
S92000003,2014,Count,People,2,87 years,All,To-from Overseas,In
S92000003,2015,Count,People,243,9 years,All,To-from Overseas,In
S92000003,2004,Count,People,310,38 years,All,To-from Overseas,In
S92000003,2015,Count,People,278,7 years,All,To-from Overseas,In
S92000003,2014,Count,People,1,88 years,All,To-from Overseas,In
S92000003,2014,Count,People,5,84 years,All,To-from Overseas,In
S92000003,2015,Count,People,340,6 years,All,To-from Overseas,In
S92000003,2014,Count,People,7,85 years,All,To-from Overseas,In
S92000003,2014,Count,People,10,90 years,All,To-from Overseas,In
S92000003,2014,Count,People,11,80 years,All,To-from Overseas,In
S92000003,2014,Count,People,4,82 years,All,To-from Overseas,In
S92000003,2014,Count,People,6,89 years,All,To-from Overseas,In
S92000003,2015,Count,People,371,0 years,All,To-from Overseas,In
S92000003,2014,Count,People,16,78 years,All,To-from Overseas,In
S92000003,2014,Count,People,18,75 years,All,To-from Overseas,In
S92000003,2014,Count,People,21,76 years,All,To-from Overseas,In
S92000003,2015,Count,People,555,1 year,All,To-from Overseas,In
S92000003,2014,Count,People,13,79 years,All,To-from Overseas,In
S92000003,2014,Count,People,7,83 years,All,To-from Overseas,In
S92000003,2014,Count,People,19,77 years,All,To-from Overseas,In
S92000003,2015,Count,People,303,42 years,All,To-from Overseas,In
S92000003,2015,Count,People,223,46 years,All,To-from Overseas,In
S92000003,2015,Count,People,387,39 years,All,To-from Overseas,In
S92000003,2015,Count,People,363,40 years,All,To-from Overseas,In
S92000003,2015,Count,People,205,45 years,All,To-from Overseas,In
S92000003,2015,Count,People,134,54 years,All,To-from Overseas,In
S92000003,2015,Count,People,285,43 years,All,To-from Overseas,In
S92000003,2015,Count,People,634,34 years,All,To-from Overseas,In
S92000003,2015,Count,People,1712,19 years,All,To-from Overseas,In
S92000003,2015,Count,People,2057,21 years,All,To-from Overseas,In
S92000003,2015,Count,People,757,33 years,All,To-from Overseas,In
S92000003,2015,Count,People,2456,23 years,All,To-from Overseas,In
S92000003,2015,Count,People,471,38 years,All,To-from Overseas,In
S92000003,2015,Count,People,1925,20 years,All,To-from Overseas,In
S92000003,2015,Count,People,1065,30 years,All,To-from Overseas,In
S92000003,2015,Count,People,830,32 years,All,To-from Overseas,In
S92000003,2015,Count,People,1367,28 years,All,To-from Overseas,In
S92000003,2015,Count,People,1176,29 years,All,To-from Overseas,In
S92000003,2015,Count,People,462,37 years,All,To-from Overseas,In
S92000003,2015,Count,People,591,36 years,All,To-from Overseas,In
S92000003,2015,Count,People,585,35 years,All,To-from Overseas,In
S92000003,2015,Count,People,181,47 years,All,To-from Overseas,In
S92000003,2015,Count,People,157,48 years,All,To-from Overseas,In
S92000003,2015,Count,People,102,55 years,All,To-from Overseas,In
S92000003,2015,Count,People,303,41 years,All,To-from Overseas,In
S92000003,2015,Count,People,116,52 years,All,To-from Overseas,In
S92000003,2015,Count,People,110,53 years,All,To-from Overseas,In
S92000003,2014,Count,People,24,72 years,All,To-from Overseas,In
S92000003,2014,Count,People,4,81 years,All,To-from Overseas,In
S92000003,2014,Count,People,68,60 years,All,To-from Overseas,In
S92000003,2014,Count,People,74,59 years,All,To-from Overseas,In
S92000003,2014,Count,People,159,49 years,All,To-from Overseas,In
S92000003,2014,Count,People,122,50 years,All,To-from Overseas,In
S92000003,2014,Count,People,140,48 years,All,To-from Overseas,In
S92000003,2014,Count,People,49,65 years,All,To-from Overseas,In
S92000003,2014,Count,People,18,74 years,All,To-from Overseas,In
S92000003,2014,Count,People,60,62 years,All,To-from Overseas,In
S92000003,2014,Count,People,59,63 years,All,To-from Overseas,In
S92000003,2014,Count,People,50,67 years,All,To-from Overseas,In
S92000003,2014,Count,People,16,73 years,All,To-from Overseas,In
S92000003,2014,Count,People,21,71 years,All,To-from Overseas,In
S92000003,2015,Count,People,1467,27 years,All,To-from Overseas,In
S92000003,2015,Count,People,145,49 years,All,To-from Overseas,In
S92000003,2015,Count,People,2059,25 years,All,To-from Overseas,In
S92000003,2015,Count,People,1709,26 years,All,To-from Overseas,In
S92000003,2015,Count,People,141,50 years,All,To-from Overseas,In
S92000003,2015,Count,People,2145,22 years,All,To-from Overseas,In
S92000003,2015,Count,People,119,51 years,All,To-from Overseas,In
S92000003,2014,Count,People,89,56 years,All,To-from Overseas,In
S92000003,2014,Count,People,95,53 years,All,To-from Overseas,In
S92000003,2014,Count,People,114,52 years,All,To-from Overseas,In
S92000003,2014,Count,People,125,51 years,All,To-from Overseas,In
S92000003,2015,Count,People,2172,24 years,All,To-from Overseas,In
S92000003,2014,Count,People,101,55 years,All,To-from Overseas,In
S92000003,2008,Count,People,1824,20 years,All,To-from Overseas,In
S92000003,2008,Count,People,2475,22 years,All,To-from Overseas,In
S92000003,2008,Count,People,36,71 years,All,To-from Overseas,In
S92000003,2008,Count,People,30,72 years,All,To-from Overseas,In
S92000003,2008,Count,People,40,67 years,All,To-from Overseas,In
S92000003,2008,Count,People,49,66 years,All,To-from Overseas,In
S92000003,2008,Count,People,2352,21 years,All,To-from Overseas,In
S92000003,2005,Count,People,615,35 years,All,To-from Overseas,In
S92000003,2005,Count,People,525,36 years,All,To-from Overseas,In
S92000003,2005,Count,People,522,37 years,All,To-from Overseas,In
S92000003,2005,Count,People,1119,30 years,All,To-from Overseas,In
S92000003,2008,Count,People,33,69 years,All,To-from Overseas,In
S92000003,2008,Count,People,38,70 years,All,To-from Overseas,In
S92000003,2005,Count,People,436,38 years,All,To-from Overseas,In
S92000003,2008,Count,People,381,17 years,All,To-from Overseas,In
S92000003,2008,Count,People,305,14 years,All,To-from Overseas,In
S92000003,2008,Count,People,311,11 years,All,To-from Overseas,In
S92000003,2008,Count,People,288,13 years,All,To-from Overseas,In
S92000003,2008,Count,People,2660,25 years,All,To-from Overseas,In
S92000003,2008,Count,People,2303,26 years,All,To-from Overseas,In
S92000003,2008,Count,People,338,16 years,All,To-from Overseas,In
S92000003,2008,Count,People,59,64 years,All,To-from Overseas,In
S92000003,2008,Count,People,52,65 years,All,To-from Overseas,In
S92000003,2008,Count,People,18,78 years,All,To-from Overseas,In
S92000003,2008,Count,People,14,79 years,All,To-from Overseas,In
S92000003,2008,Count,People,294,9 years,All,To-from Overseas,In
S92000003,2008,Count,People,319,10 years,All,To-from Overseas,In
S92000003,2008,Count,People,44,68 years,All,To-from Overseas,In
S92000003,2005,Count,People,202,48 years,All,To-from Overseas,In
S92000003,2005,Count,People,898,32 years,All,To-from Overseas,In
S92000003,2005,Count,People,262,45 years,All,To-from Overseas,In
S92000003,2005,Count,People,227,46 years,All,To-from Overseas,In
S92000003,2005,Count,People,780,33 years,All,To-from Overseas,In
S92000003,2005,Count,People,347,41 years,All,To-from Overseas,In
S92000003,2005,Count,People,736,34 years,All,To-from Overseas,In
S92000003,2005,Count,People,66,64 years,All,To-from Overseas,In
S92000003,2005,Count,People,169,49 years,All,To-from Overseas,In
S92000003,2005,Count,People,137,51 years,All,To-from Overseas,In
S92000003,2005,Count,People,62,63 years,All,To-from Overseas,In
S92000003,2005,Count,People,120,53 years,All,To-from Overseas,In
S92000003,2005,Count,People,283,44 years,All,To-from Overseas,In
S92000003,2005,Count,People,140,50 years,All,To-from Overseas,In
S92000003,2005,Count,People,88,60 years,All,To-from Overseas,In
S92000003,2005,Count,People,62,65 years,All,To-from Overseas,In
S92000003,2005,Count,People,89,58 years,All,To-from Overseas,In
S92000003,2005,Count,People,82,61 years,All,To-from Overseas,In
S92000003,2005,Count,People,90,59 years,All,To-from Overseas,In
S92000003,2005,Count,People,983,31 years,All,To-from Overseas,In
S92000003,2005,Count,People,59,66 years,All,To-from Overseas,In
S92000003,2005,Count,People,298,42 years,All,To-from Overseas,In
S92000003,2005,Count,People,372,40 years,All,To-from Overseas,In
S92000003,2005,Count,People,280,43 years,All,To-from Overseas,In
S92000003,2005,Count,People,387,39 years,All,To-from Overseas,In
S92000003,2005,Count,People,69,62 years,All,To-from Overseas,In
S92000003,2005,Count,People,194,47 years,All,To-from Overseas,In
S92000003,2005,Count,People,42,69 years,All,To-from Overseas,In
S92000003,2005,Count,People,14,81 years,All,To-from Overseas,In
S92000003,2005,Count,People,13,75 years,All,To-from Overseas,In
S92000003,2005,Count,People,37,70 years,All,To-from Overseas,In
S92000003,2005,Count,People,53,67 years,All,To-from Overseas,In
S92000003,2005,Count,People,37,68 years,All,To-from Overseas,In
S92000003,2005,Count,People,7,82 years,All,To-from Overseas,In
S92000003,2008,Count,People,170,51 years,All,To-from Overseas,In
S92000003,2008,Count,People,154,53 years,All,To-from Overseas,In
S92000003,2008,Count,People,269,45 years,All,To-from Overseas,In
S92000003,2008,Count,People,227,50 years,All,To-from Overseas,In
S92000003,2005,Count,People,21,73 years,All,To-from Overseas,In
S92000003,2005,Count,People,25,74 years,All,To-from Overseas,In
S92000003,2005,Count,People,31,72 years,All,To-from Overseas,In
S92000003,2008,Count,People,357,41 years,All,To-from Overseas,In
S92000003,2008,Count,People,1196,31 years,All,To-from Overseas,In
S92000003,2008,Count,People,1387,30 years,All,To-from Overseas,In
S92000003,2008,Count,People,278,44 years,All,To-from Overseas,In
S92000003,2008,Count,People,1549,29 years,All,To-from Overseas,In
S92000003,2008,Count,People,501,38 years,All,To-from Overseas,In
S92000003,2008,Count,People,2037,27 years,All,To-from Overseas,In
S92000003,2005,Count,People,3,87 years,All,To-from Overseas,In
S92000003,2005,Count,People,5,88 years,All,To-from Overseas,In
S92000003,2005,Count,People,33,71 years,All,To-from Overseas,In
S92000003,2005,Count,People,7,86 years,All,To-from Overseas,In
S92000003,2005,Count,People,6,89 years,All,To-from Overseas,In
S92000003,2008,Count,People,336,42 years,All,To-from Overseas,In
S92000003,2005,Count,People,9,90 years,All,To-from Overseas,In
S92000003,2008,Count,People,259,47 years,All,To-from Overseas,In
